id,title,rating,date,MPA_rating
B428,"429.Zama",89,"Apr 13, 2018",Unrated
B429,"430.The Piano",89,"Nov 1, 1993",R
B430,"431.Of Mice and Men",89,"Jan 12, 1940",Passed
B431,"432.Dead Souls",89,"Dec 14, 2018",Dec 14, 2018
B432,"433.Cameraperson",89,"Sep 9, 2016",Not Rated
B433,"434.The Mother and the Whore",89,"Oct 5, 1973",Not Rated
B434,"435.Dick Johnson Is Dead",89,"Oct 2, 2020",PG-13
B435,"436.Piccadilly [re-release]",89,"Jan 23, 2004",Passed
B436,"437.High Noon",89,"Jul 30, 1952",Passed
B437,"438.Quai des Orfèvres [re-release]",89,"Oct 25, 2002",Not Rated
B438,"439.Rebel Without a Cause",89,"Oct 29, 1955",TV-PG
B439,"440.The Quiet Girl",89,"Dec 16, 2022",PG-13
B440,"441.Letters from Iwo Jima",89,"Dec 20, 2006",R
B441,"442.The Seventh Continent (1989)",89,"May 16, 2006",Not Rated
B442,"443.A Woman Under the Influence",88,"Nov 18, 1974",R
B443,"444.Anomalisa",88,"Dec 30, 2015",R
B444,"445.Funny Girl",88,"Sep 19, 1968",TV-PG
B445,"446.I'm Going Home",88,"Aug 14, 2002",Not Rated
B446,"447.The Conversation",88,"Apr 7, 1974",PG
B447,"448.Show Boat",88,"May 17, 1936",Approved
B448,"449.The Arbor",88,"Apr 27, 2011",Unrated
B449,"450.Long Day's Journey Into Night",88,"Apr 12, 2019",Not Rated
B450,"451.Three Minutes: A Lengthening",88,"Aug 19, 2022",PG
B451,"452.Richard III",88,"Mar 11, 1956",Not Rated
B452,"453.Democrats",88,"Nov 18, 2015",Nov 18, 2015
B453,"454.The Lion King",88,"Jun 15, 1994",TV-PG
B454,"455.4 Little Girls",88,"Jul 9, 1997",TV-14
B455,"456.Wild Strawberries",88,"Jun 22, 1959",Not Rated
B456,"457.Ear for Eye",88,"Apr 14, 2023",Apr 14, 2023
B457,"458.Crime + Punishment",88,"Aug 24, 2018",Aug 24, 2018
B458,"459.The Seventh Seal",88,"Oct 13, 1958",Not Rated
B459,"460.How Green Was My Valley",88,"Oct 28, 1941",Passed
B460,"461.Azor",88,"Sep 10, 2021",Sep 10, 2021
B461,"462.Paddington 2",88,"Jan 12, 2018",PG
B462,"463.The Little Mermaid",88,"Nov 17, 1989",TV-G
B463,"464.City Hall",88,"Oct 28, 2020",Oct 28, 2020
B464,"465.A Serious Man",88,"Oct 2, 2009",R
B465,"466.Hard Truths",88,"Dec 6, 2024",R
B466,"467.Capote",88,"Sep 30, 2005",R
B467,"468.The Death of Stalin",88,"Mar 9, 2018",R
B468,"469.Miracle on 34th Street",88,"Jun 4, 1947",Not Rated
B469,"470.Strangers on a Train",88,"Jun 30, 1951",TV-PG
B470,"471.About Dry Grasses",88,"Feb 23, 2024",Not Rated
B471,"472.Tulpan",88,"Apr 1, 2009",Not Rated
B472,"473.Manuscripts Don't Burn",88,"Jun 13, 2014",Not Rated
B473,"474.In Transit",88,"Jun 23, 2017",Jun 23, 2017
B474,"475.Three Billboards Outside Ebbing, Missouri",88,"Nov 10, 2017",R
B475,"476.Quest",88,"Dec 8, 2017",Dec 8, 2017
B476,"477.Au Revoir les Enfants",88,"Feb 12, 1988",PG
B477,"478.Overlord [re-release]",88,"Jul 14, 2006",Not Rated
B478,"479.A Film Unfinished",88,"Aug 18, 2010",Unrated
B479,"480.Things to Come",88,"Dec 2, 2016",PG-13
B480,"481.The Grand Budapest Hotel",88,"Mar 7, 2014",R
B481,"482.April",88,"Apr 25, 2025",Apr 25, 2025
B482,"483.Winter Sleep",88,"Dec 19, 2014",Not Rated
B483,"484.A Star Is Born",88,"Oct 5, 2018",R
B484,"485.Citizenfour",88,"Oct 24, 2014",R
B485,"486.Time Out",88,"Mar 29, 2002",PG-13
B486,"487.Away from Her",88,"May 4, 2007",PG-13
B487,"488.Hamilton",88,"Jul 3, 2020",PG-13
B488,"489.Mafioso [re-release]",88,"Jan 19, 2007",Not Rated
B489,"490.The Fallen Idol (re-release)",88,"Feb 10, 2006",Approved
B490,"491.The Father",88,"Feb 26, 2021",PG-13
B491,"492.Foxtrot",88,"Dec 8, 2017",R
B492,"493.Howards End",88,"Mar 13, 1992",PG
B493,"494.The Innocents",88,"Dec 15, 1961",Approved
B494,"495.Inside Job",88,"Oct 8, 2010",PG-13
B495,"496.Sweet Country",88,"Apr 6, 2018",R
B496,"497.Leave No Trace",88,"Jun 29, 2018",PG
B497,"498.Donnie Darko: The Director's Cut",88,"Jul 23, 2004",R
B498,"499.Chicken Run",88,"Jun 21, 2000",G
B499,"500.The King's Speech",88,"Nov 26, 2010",TV-14
B500,"501.Fargo",88,"Mar 8, 1996",TV-14
B501,"502.Parallel Mothers",88,"Dec 24, 2021",R
B502,"503.Hell or High Water",88,"Aug 12, 2016",R
B503,"504.Up",88,"May 29, 2009",TV-G
B504,"505.Shirkers",88,"Oct 26, 2018",TV-14
B505,"506.Mildred Pierce",88,"Oct 20, 1945",Approved
B506,"507.Poor Things",88,"Dec 8, 2023",R
B507,"508.45365",88,"Jun 18, 2010",Jun 18, 2010
B508,"509.Tootsie",88,"Dec 17, 1982",PG
B509,"510.Marooned in Iraq",88,"Apr 25, 2003",Apr 25, 2003
B510,"511.To Kill a Mockingbird",88,"Dec 25, 1962",TV-PG
B511,"512.Pictures of Ghosts",88,"Jan 26, 2024",Jan 26, 2024
B512,"513.Aquarius",88,"Oct 14, 2016",Not Rated
B513,"514.So Long, My Son",88,"88Metascore",88Metascore
B514,"515.Sorry, Baby",88,"88Metascore",88Metascore
B515,"516.Toy Story 2",88,"Nov 24, 1999",TV-PG
B516,"517.Black Panther",88,"Feb 16, 2018",PG-13
B517,"518.The Bridge on the River Kwai",88,"Dec 14, 1957",TV-PG
B518,"519.Cemetery of Splendor",88,"Mar 4, 2016",Unrated
B519,"520.The Human Voice",88,"Mar 12, 2021",R
B520,"521.Brooklyn",88,"Nov 4, 2015",PG-13
B521,"522.Nobody Knows",88,"Feb 4, 2005",PG-13
B522,"523.Life Is Sweet",88,"Oct 25, 1991",R
B523,"524.Mary Poppins",88,"Aug 27, 1964",TV-G
B524,"525.Apollo 11",88,"Mar 1, 2019",G
B525,"526.Faces",88,"Nov 24, 1968",R
B526,"527.The Lord of the Rings: The Two Towers",87,"Dec 18, 2002",TV-14
B527,"528.L'Enfant (The Child)",87,"Mar 24, 2006",R
B528,"529.Jane Fonda in Five Acts",87,"Sep 21, 2018",TV-14
B529,"530.Good Morning",87,"Feb 1, 1962",Not Rated
B530,"531.Newtown",87,"Oct 7, 2016",Not Rated
B531,"532.Poetry",87,"Feb 11, 2011",Unrated
B532,"533.If Beale Street Could Talk",87,"Dec 14, 2018",R
B533,"534.Restless Creature: Wendy Whelan",87,"May 24, 2017",May 24, 2017
B534,"535.Birdman or (The Unexpected Virtue of Ignorance)",87,"Oct 17, 2014",TV-14
B535,"536.Little Women",87,"Dec 21, 1994",PG
B536,"537.Out 1: Noli Me Tangere (1971)",87,"Nov 4, 2015",Not Rated
B537,"538.Shine",87,"Nov 20, 1996",PG-13
B538,"539.Aftershock",87,"Jul 19, 2022",TV-MA
B539,"540.The Awful Truth",87,"Oct 21, 1937",Passed
B540,"541.Can You Ever Forgive Me?",87,"Oct 19, 2018",TV-MA
B541,"542.Wolfwalkers",87,"Nov 13, 2020",TV-PG
B542,"543.It Happened One Night",87,"Feb 22, 1934",Passed
B543,"544.My Neighbor Totoro",87,"Apr 16, 1988",TV-Y7-FV
B544,"545.I Travel Because I Have to, I Come Back Because I Love You",87,"Mar 25, 2011",Not Rated
B545,"546.The Missing Picture",87,"Oct 4, 2013",Not Rated
B546,"547.Our Father, the Devil",87,"Aug 25, 2023",Aug 25, 2023
B547,"548.The Body Remembers When the World Broke Open",87,"Nov 22, 2019",TV-MA
B548,"549.The Invisible Man",87,"Nov 13, 1933",Approved
B549,"550.Amadeus",87,"Sep 12, 1984",TV-14
B550,"551.Of Men and War",87,"Nov 6, 2015",Not Rated
B551,"552.The Long Goodbye",87,"Mar 7, 1973",R
B552,"553.She Wore a Yellow Ribbon",87,"Oct 22, 1949",Passed
B553,"554.Imitation of Life",87,"Mar 18, 1959",Not Rated
B554,"555.Pain and Glory",87,"Oct 4, 2019",R
B555,"556.The Farthest",87,"Aug 11, 2017",PG
B556,"557.Genèse (Genesis)",87,"Aug 23, 2019",Not Rated
B557,"558.Russian Ark",87,"Nov 29, 2002",Not Rated
B558,"559.Gomorrah",87,"Feb 13, 2009",Not Rated
B559,"560.To Be and to Have",87,"Sep 19, 2003",Not Rated
B560,"561.A Night of Knowing Nothing",87,"Feb 11, 2022",Feb 11, 2022
B561,"562.Eraserhead",87,"Feb 3, 1978",Not Rated
B562,"563.Return to Seoul",87,"Dec 2, 2022",R
B563,"564.The Velvet Underground",87,"Oct 15, 2021",R
B564,"565.All That Breathes",87,"Oct 21, 2022",Not Rated
B565,"566.I Vitelloni [re-release]",87,"Nov 14, 2003",Not Rated
B566,"567.Good One",87,"Aug 9, 2024",R
B567,"568.Medium Cool",87,"Aug 27, 1969",R
B568,"569.Attica",87,"Oct 29, 2021",TV-MA
B569,"570.Can You Bring It: Bill T. Jones and D-Man in the Waters",87,"Jul 16, 2021",Jul 16, 2021
B570,"571.Three Colors: Blue",87,"Sep 3, 1993",R
B571,"572.Mami Wata",87,"Sep 29, 2023",Sep 29, 2023
B572,"573.In the Mood for Love",87,"Feb 2, 2001",TV-PG
B573,"574.Fire at Sea",87,"Oct 21, 2016",Oct 21, 2016
B574,"575.Mission: Impossible – Fallout",87,"Jul 27, 2018",PG-13
B575,"576.F for Fake",87,"Sep 27, 1975",PG
B576,"577.Cléo from 5 to 7",87,"Sep 4, 1962",Not Rated
B577,"578.Grizzly Man",87,"Aug 12, 2005",R
B578,"579.Goldfinger",87,"Jan 9, 1965",Approved
B579,"580.Ma Rainey's Black Bottom",87,"Nov 25, 2020",R
B580,"581.Level Five",87,"Aug 15, 2014",Not Rated
B581,"582.Robot Dreams",87,"Nov 22, 2023",PG-13
B582,"583.One False Move",87,"May 8, 1992",TV-14
B583,"584.Descendant",87,"Oct 21, 2022",PG
B584,"585.En el Séptimo Día (On the Seventh Day)",87,"Jun 8, 2018",TV-14
B585,"586.Jane",87,"Oct 20, 2017",PG
B586,"587.Walk Up",87,"Mar 24, 2023",Mar 24, 2023
B587,"588.Jaws",87,"Jun 20, 1975",PG
B588,"589.We Are the Best!",87,"May 30, 2014",Not Rated
B589,"590.Spartacus",87,"Oct 19, 1960",PG-13
B590,"591.Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese",87,"Jun 12, 2019",TV-MA
B591,"592.Small Axe: Education",87,"Dec 18, 2020",TV-MA
B592,"593.About Endlessness",87,"Apr 30, 2021",Apr 30, 2021
B593,"594.Back to the Future",87,"Jul 3, 1985",TV-PG
B594,"595.Nomadland",87,"Dec 4, 2020",R
B595,"596.Hope",87,"Apr 16, 2021",Apr 16, 2021
B596,"597.My Journey Through French Cinema",87,"Jun 23, 2017",Not Rated
B597,"598.Wallace & Gromit: The Curse of the Were-Rabbit",87,"Oct 5, 2005",TV-PG
B598,"599.About Elly (2009)",87,"Apr 8, 2015",TV-PG
B599,"600.The Diary of a Teenage Girl",87,"Aug 7, 2015",R
B600,"601.Lincoln",87,"Nov 9, 2012",TV-14
B601,"602.Elena",87,"May 18, 2012",Not Rated
B602,"603.All Is Lost",87,"Oct 18, 2013",PG-13
B603,"604.The Banshees of Inisherin",87,"Oct 21, 2022",R
B604,"605.Love & Friendship",87,"May 13, 2016",PG
B605,"606.Hereditary",87,"Jun 8, 2018",TV-14
B606,"607.Listen to Me Marlon",87,"Jul 29, 2015",Unrated
B607,"608.Gideon's Army",87,"Jun 28, 2013",Not Rated
B608,"609.The Fugitive",87,"Aug 6, 1993",PG-13
B609,"610.The Death of Mr. Lazarescu",87,"Apr 26, 2006",R
B610,"611.Odd Man Out",87,"Apr 23, 1947",Approved
B611,"612.Maria Full of Grace",87,"Jul 16, 2004",R
B612,"613.Shakespeare in Love",87,"Dec 11, 1998",R
B613,"614.Fateless",87,"Jan 6, 2006",R
B614,"615.Happy as Lazzaro",87,"Nov 30, 2018",PG-13
B615,"616.All Dirt Roads Taste of Salt",87,"Nov 3, 2023",PG
B616,"617.The Fog of War: Eleven Lessons from the Life of Robert S. McNamara",87,"Dec 19, 2003",PG-13
B617,"618.Uncle Boonmee Who Can Recall His Past Lives",87,"Mar 4, 2011",Not Rated
B618,"619.Brokeback Mountain",87,"Dec 9, 2005",TV-MA
B619,"620.The Kid with a Bike",87,"Mar 16, 2012",PG-13
B620,"621.Mutiny on the Bounty",87,"Nov 8, 1935",Passed
B621,"622.Spider-Man: Into the Spider-Verse",87,"Dec 14, 2018",TV-PG
B622,"623.Blue Jean",87,"Jun 9, 2023",Jun 9, 2023
B623,"624.The Wicker Man",87,"Aug 7, 1974",TV-MA
B624,"625.The Tragedy of Macbeth",87,"Dec 25, 2021",R
B625,"626.Mulholland Dr.",87,"Oct 12, 2001",R
B626,"627.Particle Fever",87,"Mar 5, 2014",Not Rated
B627,"628.Tarnation",87,"Oct 6, 2004",Unrated
B628,"629.Microcosmos",87,"Oct 9, 1996",Not Rated
B629,"630.Murderball",87,"Jul 8, 2005",R
B630,"631.Life Itself",87,"Jul 4, 2014",R
B631,"632.The Shape of Water",87,"Dec 1, 2017",TV-MA
B632,"633.Rewind",87,"May 8, 2020",May 8, 2020
B633,"634.Caché (Hidden)",87,"Dec 23, 2005",R
B634,"635.The King and the Mockingbird",87,"Nov 21, 2014",Not Rated
B635,"636.Bisbee '17",87,"Sep 5, 2018",PG
B636,"637.Adam's Rib",87,"Nov 18, 1949",TV-PG
B637,"638.Dirty Harry",87,"Dec 23, 1971",R
B638,"639.The Autobiography of Nicolae Ceausescu",87,"Sep 9, 2011",Not Rated
B639,"640.Gregory Crewdson: Brief Encounters",87,"Nov 2, 2012",Not Rated
B640,"641.All About My Mother",87,"Nov 19, 1999",R
B641,"642.Moneyball",87,"Sep 23, 2011",PG-13
B642,"643.Rushmore",87,"Dec 11, 1998",R
B643,"644.The Duke of Burgundy",87,"Jan 23, 2015",Not Rated
B644,"645.My Golden Days",87,"Mar 18, 2016",R
B645,"646.The Wind Will Carry Us",87,"Jul 28, 2000",Not Rated
B646,"647.What the Constitution Means to Me",87,"Oct 16, 2020",Oct 16, 2020
B647,"648.A Tale of Two Cities",87,"Dec 25, 1935",Not Rated
B648,"649.Force Majeure",87,"Oct 24, 2014",R
B649,"650.Tampopo",87,"May 22, 1987",Not Rated
B650,"651.I Know Where I'm Going!",86,"Sep 27, 1946",Not Rated
B651,"652.The Perfect Neighbor",86,"86Metascore",86Metascore
B652,"653.Blow Out",86,"Jul 24, 1981",TV-14
B653,"654.Diane",86,"Mar 29, 2019",Not Rated
B654,"655.The Magician",86,"Aug 27, 1959",TV-PG
B655,"656.Ten",86,"Mar 5, 2003",Not Rated
B656,"657.Point Blank",86,"Aug 31, 1967",Not Rated
B657,"658.Playground",86,"Feb 11, 2022",Feb 11, 2022
B658,"659.Tangerine",86,"Jul 10, 2015",R
B659,"660.The Tillman Story",86,"Aug 20, 2010",R
B660,"661.sex, lies, and videotape",86,"Aug 4, 1989",R
B661,"662.To Be or Not to Be",86,"Mar 6, 1942",Passed
B662,"663.An Elephant Sitting Still",86,"Mar 8, 2019",Mar 8, 2019
B663,"664.Dog Day Afternoon",86,"Dec 25, 1975",R
B664,"665.Room",86,"Oct 16, 2015",R
B665,"666.The Remains of the Day",86,"Nov 5, 1993",PG
B666,"667.The Wolf House",86,"May 15, 2020",Not Rated
B667,"668.Renaissance: A Film by Beyoncé",86,"Dec 1, 2023",Not Rated
B668,"669.Anatomy of a Fall",86,"Oct 13, 2023",R
B669,"670.The English Patient",86,"Nov 15, 1996",R
B670,"671.Fallen Leaves",86,"Nov 17, 2023",Unrated
B671,"672.Nebraska",86,"Nov 15, 2013",TV-14
B672,"673.Like Water for Chocolate",86,"May 28, 1993",R
B673,"674.Ordinary People",86,"Sep 18, 1980",R
B674,"675.Under the Sand",86,"May 4, 2001",Unrated
B675,"676.Divine Love",86,"Nov 13, 2020",Nov 13, 2020
B676,"677.Written on the Wind",86,"Dec 25, 1956",Not Rated
B677,"678.Spider-Man: Across the Spider-Verse",86,"Jun 2, 2023",PG
B678,"679.Stand Clear of the Closing Doors",86,"May 23, 2014",Not Rated
B679,"680.Heavenly Creatures",86,"Nov 16, 1994",R
B680,"681.Dreamcatcher",86,"Mar 20, 2015",TV-MA
B681,"682.Richard III",86,"Dec 29, 1995",R
B682,"683.They Were Expendable",86,"Dec 31, 1945",Approved
B683,"684.Black Narcissus",86,"Dec 1, 1947",Not Rated
B684,"685.42: Forty Two Up",86,"Nov 17, 1999",Nov 17, 1999
B685,"686.Million Dollar Baby",86,"Dec 15, 2004",TV-14
B686,"687.The Straight Story",86,"Oct 15, 1999",G
B687,"688.Last Days in Vietnam",86,"Sep 5, 2014",TV-14
B688,"689.Krisha",86,"Mar 18, 2016",R
B689,"690.Dawson City: Frozen Time",86,"Jun 9, 2017",Jun 9, 2017
B690,"691.Shadows",86,"Nov 11, 1959",PG
B691,"692.Rebecca",86,"Apr 12, 1940",Approved
B692,"693.The Inheritance",86,"Mar 12, 2021",Mar 12, 2021
B693,"694.The Babadook",86,"Nov 28, 2014",TV-MA
B694,"695.Flow",86,"Nov 22, 2024",PG
B695,"696.Little Men",86,"Aug 5, 2016",PG
B696,"697.Dead Ringers",86,"Sep 23, 1988",R
B697,"698.Boogie Nights",86,"Oct 10, 1997",TV-14
B698,"699.The Kids Are All Right",86,"Jul 9, 2010",R
B699,"700.Welcome to Chechnya",86,"Jun 30, 2020",TV-MA
B700,"701.The Great Escape",86,"Jul 4, 1963",Approved
B701,"702.Manakamana",86,"Apr 18, 2014",Not Rated
B702,"703.Cave of Forgotten Dreams",86,"Apr 29, 2011",G
B703,"704.The Big Sleep",86,"Aug 31, 1946",Passed
B704,"705.King of the Hill",86,"Aug 20, 1993",PG-13
B705,"706.Carrie",86,"Nov 16, 1976",TV-MA
B706,"707.The Red Turtle",86,"Jan 20, 2017",PG
B707,"708.Hope and Glory",86,"Feb 19, 1988",PG-13
B708,"709.How to Survive a Plague",86,"Sep 21, 2012",Not Rated
B709,"710.Chasing Coral",86,"Jul 14, 2017",Jul 14, 2017
B710,"711.My Happy Family",86,"Dec 1, 2017",Dec 1, 2017
B711,"712.Loveless",86,"Dec 1, 2017",R
B712,"713.Showing Up",86,"Apr 7, 2023",R
B713,"714.In the Bedroom",86,"Nov 23, 2001",TV-MA
B714,"715.The Thin Man",86,"May 25, 1934",Passed
B715,"716.Barbara",86,"Dec 21, 2012",PG-13
B716,"717.Of Gods and Men",86,"Feb 25, 2011",PG-13
B717,"718.To Die For",86,"Sep 27, 1995",R
B718,"719.One Cut of the Dead",86,"Sep 13, 2019",Not Rated
B719,"720.Museo",86,"Sep 14, 2018",Sep 14, 2018
B720,"721.Nobody's Fool",86,"Jan 13, 1995",R
B721,"722.Before the Devil Knows You're Dead",86,"Oct 26, 2007",R
B722,"723.Stranger Than Paradise",86,"Jul 25, 1984",R
B723,"724.Bonnie and Clyde",86,"Aug 13, 1967",TV-14
B724,"725.The Beaches of Agnès",86,"Jul 1, 2009",Not Rated
B725,"726.West Side Story",86,"Dec 13, 1961",TV-PG
B726,"727.Raiders of the Lost Ark",86,"Jun 12, 1981",TV-14
B727,"728.I Saw the TV Glow",86,"May 3, 2024",PG-13
B728,"729.Deliver Us from Evil",86,"Oct 13, 2006",Unrated
B729,"730.May December",86,"Nov 17, 2023",R
B730,"731.Maidan",86,"Dec 12, 2014",Dec 12, 2014
B731,"732.Say Anything...",86,"Apr 4, 1989",PG-13
B732,"733.Drug War",86,"Jul 26, 2013",R
B733,"734.The Great Beauty",86,"Nov 15, 2013",Not Rated
B734,"735.The Odd Couple",86,"May 16, 1968",Passed
B735,"736.The Miracle of Morgan's Creek",86,"Feb 1, 1944",Approved
B736,"737.Vitalina Varela",86,"Feb 21, 2020",Feb 21, 2020
B737,"738.Happening",86,"May 6, 2022",R
B738,"739.Patton",86,"Feb 18, 1970",GP
B739,"740.The Lost Daughter",86,"Dec 17, 2021",R
B740,"741.Black Mother",86,"Mar 8, 2019",TV-MA
B741,"742.The Big Sick",86,"Jun 23, 2017",R
B742,"743.Argo",86,"Oct 12, 2012",R
B743,"744.Summer Hours",86,"May 15, 2009",Not Rated
B744,"745.Our Daily Bread",86,"Nov 24, 2006",Not Rated
B745,"746.Traffic",86,"Dec 27, 2000",R
B746,"747.The Grifters",86,"Dec 5, 1990",R
B747,"748.The Umbrellas of Cherbourg (re-released)",86,"Feb 13, 2004",Not Rated
B748,"749.Summer Hours",86,"May 15, 2009",Not Rated
B749,"750.The Master",86,"Sep 14, 2012",TV-14
B750,"751.Boys Don't Cry",86,"Oct 8, 1999",TV-MA
B751,"752.The Wild Pear Tree",86,"Jan 30, 2019",Jan 30, 2019
B752,"753.My Imaginary Country",86,"Sep 23, 2022",Sep 23, 2022
B753,"754.Distant Voices, Still Lives",86,"Sep 11, 1988",PG-13
B754,"755.Nausicaä of the Valley of the Wind",86,"Jun 13, 1985",PG
B755,"756.Aladdin",86,"Nov 25, 1992",G
B756,"757.Los Angeles Plays Itself",86,"Jul 28, 2004",Not Rated
B757,"758.This Is England",86,"Jul 27, 2007",Not Rated
B758,"759.Wheel of Fortune and Fantasy",86,"Oct 15, 2021",Oct 15, 2021
B759,"760.City of Ghosts",86,"Jul 7, 2017",R
B760,"761.Springtime in a Small Town",86,"May 14, 2004",PG
B761,"762.The Son",86,"Jan 10, 2003",Jan 10, 2003
B762,"763.Sweet Sixteen",86,"May 16, 2003",R
B763,"764.The Player",86,"Apr 3, 1992",TV-MA
B764,"765.Ponyo",86,"Aug 14, 2009",G
B765,"766.The Last Detail",86,"Dec 12, 1973",R
B766,"767.Strong Island",86,"Sep 15, 2017",TV-MA
B767,"768.The Interrupters",86,"Jul 29, 2011",Unrated
B768,"769.Ernest & Célestine",86,"Feb 28, 2014",TV-PG
B769,"770.American Factory",86,"Aug 21, 2019",TV-14
B770,"771.First Reformed",86,"May 18, 2018",R
B771,"772.Only Angels Have Wings",86,"May 12, 1939",Passed
B772,"773.Z",86,"Dec 8, 1969",TV-14
B773,"774.Baby Driver",86,"Jun 28, 2017",TV-MA
B774,"775.The Bad and the Beautiful",86,"Jan 15, 1953",Passed
B775,"776.The Silence of the Lambs",86,"Feb 13, 1991",TV-MA
B776,"777.Sabaya",86,"Jul 30, 2021",Jul 30, 2021
B777,"778.Beasts of the Southern Wild",86,"Jun 27, 2012",PG-13
B778,"779.Let the Fire Burn",86,"Oct 2, 2013",Not Rated
B779,"780.Last Train Home",86,"Sep 3, 2010",Not Rated
B780,"781.Crip Camp: A Disability Revolution",86,"Mar 25, 2020",R
B781,"782.Andy Warhol: A Documentary Film",86,"Sep 1, 2006",TV-14
B782,"783.Persona",86,"Mar 6, 1967",Not Rated
B783,"784.A Real Pain",86,"Nov 1, 2024",R
B784,"785.Desire",86,"Feb 28, 1936",Approved
B785,"786.One Fine Morning",86,"Dec 9, 2022",R
B786,"787.The Double Life of Veronique",86,"Nov 22, 1991",R
B787,"788.Flight of the Red Balloon",86,"Apr 4, 2008",Not Rated
B788,"789.I'm Still Here",86,"Jan 17, 2025",PG-13
B789,"790.The Gleaners & I",86,"Mar 7, 2001",Not Rated
B790,"791.The Last Seduction",85,"Oct 26, 1994",R
B791,"792.Sabotage",85,"Jan 11, 1937",Not Rated
B792,"793.Walkabout",85,"Jul 1, 1971",GP
B793,"794.Atlantics",85,"Nov 15, 2019",TV-14
B794,"795.Before Night Falls",85,"Dec 22, 2000",R
B795,"796.Wake in Fright (1971)",85,"Oct 5, 2012",R
B796,"797.Waking Life",85,"Oct 19, 2001",R
B797,"798.The Green Knight",85,"Jul 30, 2021",R
B798,"799.The First Wave",85,"Nov 19, 2021",R
B799,"800.Five Easy Pieces",85,"Sep 12, 1970",R
B800,"801.From Here to Eternity",85,"Aug 28, 1953",Passed
B801,"802.The Bourne Ultimatum",85,"Aug 3, 2007",PG-13
B802,"803.Harry Potter and the Deathly Hallows: Part 2",85,"Jul 15, 2011",TV-14
B803,"804.Tea with the Dames",85,"Sep 21, 2018",Unrated
B804,"805.Athlete A",85,"Jun 24, 2020",PG-13
B805,"806.Take Shelter",85,"Sep 30, 2011",R
B806,"807.The Salesman",85,"Jan 27, 2017",PG-13
B807,"808.Children Underground",85,"Sep 19, 2001",Not Rated
B808,"809.You Can Count on Me",85,"Nov 10, 2000",R
B809,"810.The Pianist",85,"Dec 27, 2002",TV-MA
B810,"811.Dahomey",85,"Oct 25, 2024",Oct 25, 2024
B811,"812.Get Out",85,"Feb 24, 2017",R
B812,"813.City of Life and Death",85,"May 11, 2011",R
B813,"814.West Side Story",85,"Dec 10, 2021",PG-13
B814,"815.California Split",85,"Aug 1, 1974",R
B815,"816.Song of the Sea",85,"Dec 19, 2014",TV-PG
B816,"817.Amy",85,"Jul 3, 2015",R
B817,"818.The Edge of Heaven",85,"May 21, 2008",Not Rated
B818,"819.The Savages",85,"Nov 28, 2007",R
B819,"820.Birds of Passage",85,"Feb 13, 2019",Not Rated
B820,"821.Ilo Ilo",85,"Apr 4, 2014",Not Rated
B821,"822.Gimme Shelter",85,"Dec 6, 1970",GP
B822,"823.An Education",85,"Oct 9, 2009",PG-13
B823,"824.Lebanon",85,"Aug 6, 2010",R
B824,"825.To the Ends of the Earth",85,"Dec 11, 2020",Dec 11, 2020
B825,"826.Ash Is Purest White",85,"Mar 15, 2019",Not Rated
B826,"827.The Treasure",85,"Jan 8, 2016",Unrated
B827,"828.Varda by Agnès",85,"Nov 22, 2019",Not Rated
B828,"829.I Am Another You",85,"Sep 27, 2017",Sep 27, 2017
B829,"830.A Canterbury Tale",85,"Jan 21, 1949",Not Rated
B830,"831.Night Will Fall",85,"Nov 21, 2014",Not Rated
B831,"832.The Endurance",85,"Sep 21, 2001",G
B832,"833.The Rider",85,"Apr 13, 2018",R
B833,"834.Out of the Past",85,"Dec 1, 1947",Approved
B834,"835.The Delinquents",85,"Oct 18, 2023",Unrated
B835,"836.Close Your Eyes",85,"Aug 23, 2024",Aug 23, 2024
B836,"837.Eighth Grade",85,"Jul 13, 2018",TV-PG
B837,"838.Exit Through the Gift Shop",85,"Apr 16, 2010",R
B838,"839.Kings & Queen",85,"May 13, 2005",Unrated
B839,"840.Sling Blade",85,"Nov 27, 1996",R
B840,"841.The Novice",85,"Dec 17, 2021",R
B841,"842.Girlhood",85,"Jan 30, 2015",Unrated
B842,"843.Let's Get Lost",85,"Apr 21, 1989",Not Rated
B843,"844.Offside",85,"Mar 23, 2007",PG
B844,"845.The Ornithologist",85,"Jun 23, 2017",Unrated
B845,"846.Kiki's Delivery Service",85,"Jul 29, 1989",G
B846,"847.El Dorado",85,"Jun 7, 1967",Passed
B847,"848.Sleeping Beauty",85,"Jan 29, 1959",TV-G
B848,"849.Mona Lisa",85,"Jun 13, 1986",R
B849,"850.Tales of the Grim Sleeper",85,"Dec 26, 2014",TV-MA
B850,"851.Easy Rider",85,"Jul 14, 1969",R
B851,"852.The Seed of the Sacred Fig",85,"Nov 27, 2024",PG-13
B852,"853.Knocked Up",85,"Jun 1, 2007",Approved
B853,"854.The Quiet Man",85,"Sep 14, 1952",Passed
B854,"855.Turtles Can Fly",85,"Feb 18, 2005",PG-13
B855,"856.The Departed",85,"Oct 6, 2006",R
B856,"857.Festival Express",85,"Jul 30, 2004",R
B857,"858.Spring, Summer, Fall, Winter... and Spring",85,"Apr 2, 2004",R
B858,"859.April and the Extraordinary World",85,"Mar 25, 2016",PG
